"title","provider_value","actually_discount","link","rate_value","image_one","description","data_professional_advice","coupon_info","volume","tags","content_description","content_instructions","content_composition","provider"
"Fotoprotector ISDIN® Extrem Pediatrics Crema SPF40+50ml","17,41 €","without discount","https://www.promofarma.com/fotoprotector-isdin-extrem-pediatrics-crema-spf40-plus-50ml","","https://image.promofarma.com/product/15674/sd/2510769/large/coupon_image_1.jpg","Cuidarnos de los rayos solares es una tarea que requiere dedicación y un protector solar ideal para cada tipo de piel, estos dos elementos son la clave para una protección solar perfecta. 
Fotoprotector ISDIN® Extrem Pediatrics Crema SPF40 es un protector solar de protección alta. Indicada para niños de piel muy sensible al sol. Evita la sequedad, la fragilidad y las alteraciones cutáneas debidas al sol. Es muy resistente al agua y a la fricción con lo que es idónea para el uso en niños.
¡Cuida de piel de tus hijos!","Consejo Farmacéutico","
                            Cuida la piel de los más pequeños con un filtro solar elevado
                        ","50ml","
#isdin
","","","","promofarma"
"Ladival®  piel sensibles  o alérgicas SPF50+ gel crema con color 50ml","13,84 €","-20%","https://www.promofarma.com/ladival-piel-sensibles-o-alergicas-spf50-plus-gel-crema-con-color-50ml","","https://image.promofarma.com/product/49159/sd/2510769/large/coupon_image_1.jpg","Mantener la piel protegida de los intensos rayos solares durante el verano es una garantía de salud, evita quemaduras y manchas.
Ladival®  piel sensibles  o alérgicas SPF50+ gel crema con color es un protector solar en gel crema oil free, de rápida absorción, especialmente indicado para las pieles más sensibles o alérgicas al sol. Además, contiene color para prolongar el bronceado.
Su fórmula sin perfumes, colorantes ni parabenos, respeta la piel y evita reacciones alérgicas. Es una protección solar en profundidad, frente a las radiaciones UV-A/UV-B e IR-A.
¡Cuida tu piel con Ladival®!","Consejo Farmacéutico","
                            Crema solar facial con efecto bronceado
                        ","50ml","
#ladival
","","","","promofarma"
"Vichy Capital Soleil fluido SPF50+ 40ml","12,10 €","-33%","https://www.promofarma.com/es/vichy-capital-soleil-fluido-spf50-40ml/p-33410","","https://image.promofarma.com/product/33410/sd/2510769/large/coupon_image_1.jpg","El sol es uno de los mayores pasatiempos en época de verano, y a diario expones tu piel a sus nocivos rayos ultravioleta. Necesitas aplicar un protector facial que te ayude a mantener la elasticidad cutánea, y la uniformidad que una piel sana y cuidada se merece.
Utilizando a diario Vichy Capital Soleil fluido facial SPF50+, conseguirás que el cutis presente un aspecto más luminoso, hidratado y flexible durante horas. Podrás proteger tu piel del sol gracias a su elevado filtro de protección solar SPF50.
*Indicada para toda la familia.
¡Cuida tu rostro del sol de forma segura!","Consejo Farmacéutico","
                            Protección solar alta para toda la familia
                        ","40ml","
#vichy
","","","","promofarma"
"Uriage Bariesun Aceite Seco SPF30+ 200ml","12,02 €","-13%","https://www.promofarma.com/uriage-bariesun-aceite-seco-spf30-plus-200ml","","https://image.promofarma.com/product/31572/sd/2510769/large/coupon_image_1.jpg","Uriage Bariesun Aceite Seco SPF30+ es un protector solar que combate los efectos nocivos de las radiaciones solares durante la exposición solar.
Gracias a sus activos también se puede aplicar en el pelo para proteger de la sequedad y preservar la belleza natural. Además posee una textura evanescente, fundente, no grasa y delicadamente perfurmada.
Indicado para pieles sensibles.
*Resistente al agua.
¡Protege la piel!","Consejo Farmacéutico","
                            Ofrece a las pieles sensibles una protección solar elevada
                        ","200ml","
#uriage
","","","","promofarma"
"OTC Filter SPF20+ vaporizador 200ml","20,17 €","without discount","https://www.promofarma.com/otc-filter-spf20-plus-vaporizador-200ml","","https://image.promofarma.com/product/35741/sd/2510769/large/coupon_image_1.jpg","La toalla, el bañador, el pareo... y que no falte un fotoprotector solar en tu bolsa de playa. Los productos Otc para protegerte del Sol te proporcionan seguridad y eficacia tanto en la playa como en la piscina.
OTC Filter SPF20+ vaporizador es un spray fotoprotector que le proporcionará a tu piel una capa protectora frente a la radiación solar. Su textura es no grasa y resistente al agua.
Vaporizas tu piel... ¡y ya puedes tomar el Sol con seguridad!","Consejo Farmacéutico","
                            Spray solar de protección baja para todo tipo de pieles
                        ","200ml","
#otc
","","","","promofarma"
"Fotoprotector ISDIN® Pediatrics Transparent Spray SPF50+200ml","20,90 €","without discount","https://www.promofarma.com/fotoprotector-isdin-pediatrics-transparent-spray-spf50-plus-200ml","9.3","https://image.promofarma.com/product/10190/sd/2510769/large/coupon_image_2.jpg","Cuidarnos de los rayos solares es una tarea que requiere dedicación y un protector solar ideal para cada tipo de piel, estos dos elementos son la clave para una protección solar perfecta.
Si quieres que tus hijos disfruten del verano sin descuidar el máximo cuidado de su piel necesitas un protector solar todoterreno apto para todo tipo de movimientos y actividades en el agua, mejorando la protección de la piel y creando una capa protectora sobre la piel.
El Fotoprotector ISDIN® Pediatrics Transparent Spray SPF50+, de fácil aplicación y gran absorción, crea una película protectora muy resistente al agua y a la fricción, manteniendo la piel del niño alejada de la nocividad de los rayos ultravioleta. Su formulación con filtros biológicos de vitamina E y dexpantenol potencia al máximo el sistema inmunitario de la dermis infantil.
¡Cuida y prevén las quemaduras en la piel de los más pequeños!","Consejo Farmacéutico


Las cremas solares al igual que los alimentos también tienen fecha de caducidad. Así que mucho cuidado, si abriste el fotoprotector en spray ISDIN® Pediatrics SPF50+ a principio del verano y no llegaste a terminarla, lo mejor será que ahora uses una nueva, ya que podría haber perdido propiedades y dejar de ser eficaz. Los protectores solares como el fotoprotector en spray ISDIN® Pediatrics SPF50+ normalmente pueden estar abiertos 12 meses. En caso de haber abierto el fotoprotector en spray ISDIN® Pediatrics SPF50+ a finales de temporada, si que podrías aprovecharla este verano. 
La piel de los pequeños es más vulnerable. Áplicales crema a menudo durante toda la exposición solar.","
                            Evita las quemaduras cutáneas de tus hijos con este spray de protección solar transparente
                        ","200ml","
#isdin
","","","","promofarma"
"Acofarderm fluida facial con color SPF50+ 50ml","7,44 €","without discount","https://www.promofarma.com/es/acofarderm-fluida-facial-con-color-spf50-50ml/p-52804","","https://image.promofarma.com/product/52804/sd/2510769/large/coupon_image_1.jpg","Especialmente en el caso de las pieles sensibles, después de la exposición solar pueden aparecer efectos nocivos como la deshidratación en la piel. Estos daños provocados sobre la epidermis, afectan a las células que controlan la barrera de protección de la piel. Estas células dañadas aceleran el proceso de envejecimiento de la piel.
Acofarderm fluida facial con color SPF50+ 50ml es un protector solar para evitar los efectos negativos de la radiación solar, tales como manchas, arrugas, enrojecimiento o sequedad.
Ofrece una protección diaria muy elevada con una textura innovadora de tacto seco y extensibilidad muy buena que unifica el color proporcionando una piel suave, sedosa y matificada.
Emulsión con color y activos antioxidantes. Resistente al agua.
¡Protege tu piel de las radiaciones!","Consejo Farmacéutico","
                            Emulsión que proporciona una protección solar elevada.
                        ","50ml","
#acofarderm
","","","","promofarma"
"Piz Buin® Allergy SPF30+ crema facial 50ml","10,80 €","-34%","https://www.promofarma.com/piz-buin-allergy-spf30-plus-crema-facial-50ml","9.3","https://image.promofarma.com/c/2510769/p/20406_1-m/piz-buin-allergy-spf30-plus-crema-facial-50ml.jpg","Muchas personas con pieles sensibles tienen fotosensibilidad muy alta, produciendo reacciones cutáneas al entrar en contacto con el sol. En estos casos, es imprescindible utilizar protectores solares muy altos que nos ayuden a evitar que la piel se dañe por las radiaciones.
Piz Buin® Allergy crema facial SPF30+ es un protector solar específicamente desarrollado para cuidar y proteger las pieles sensibles al sol. Gracias a su textura en crema, se absorbe rápidamente en la piel del rostro.
Por su composición, Piz Buin Allergy SPF30+ crema ofrece a la piel un aporte superior de hidratación que le permite calmarla y mantenerla suave, sedosa y protegida. Además, sus filtros solares ayudarán a tu piel a protegerse del envejecimiento cutáneo, de las quemaduras y las rojeces.
¡Disfruta bajo el sol sin dañar tu piel!","Consejo Farmacéutico


Evitar el sol de mediodía y no permanecer mucho tiempo al sol, incluso cuando se use protección solar. Mantener alejados a los bebés y a los niños de la luz directa del sol.","
                            Protege las pieles sensibles del sol con una protección media
                        ","50ml","
#piz buin
","","","","promofarma"
"Ladival® piel sensible o alérgica SPF50+ 150ml","17,95 €","-17%","https://www.promofarma.com/es/ladival-piel-sensible-o-alergica-spf50-150ml/p-48648","","https://image.promofarma.com/product/48648/sd/2510769/large/coupon_image_1.jpg","El sol es necesario para nuestro organismo pero la exposición al sol sin protección puede llegar a producir quemaduras, envejecimiento prematuro y graves enfermedades cutáneas, por lo que siempre es preciso usar una adecuada protección solar. Ladival se fabrica bajo estándares de calidad farmacéutica y dispone de estudios científicos que demuestran su efectividad.
Ladival® piel sensible o alérgica SPF50+ gel spray  es un protector solar en gel spray, es adecuado para todo tipo de pieles. Pero especialmente indicado para personas con intolerancia solar o tendencia acnéica. Su fórmula, libre de grasas, colorantes, conservantes y perfume, respeta la piel y evita posibles reacciones alérgicas.
¡Cuida de tu piel con Ladival®!","Consejo Farmacéutico","
                            Para pieles con tendencia acnéica o intolerancia solar
                        ","150ml","
#ladival
","","","","promofarma"
"Ladival® piel sensible o alérgica SPF30+ 150ml","11,00 €","-33%","https://www.promofarma.com/ladival-piel-sensible-o-alergica-spf30-150ml","6","https://image.promofarma.com/product/16842/sd/2510769/large/coupon_image_1.jpg","El sol es necesario para nuestro organismo pero la exposición al sol sin protección puede llegar a producir quemaduras, envejecimiento prematuro y graves enfermedades cutáneas, por lo que siempre es preciso usar una adecuada protección solar. Ladival se fabrica bajo estándares de calidad farmacéutica y dispone de estudios científicos que demuestran su efectividad.
Ladival® piel sensible o alérgica SPF30+ gel spray  es un protector solar en gel spray, es adecuado para todo tipo de pieles. Pero especialmente indicado para personas con intolerancia solar o tendencia acnéica. Su fórmula, libre de grasas, colorantes, conservantes y perfume, respeta la piel y evita posibles reacciones alérgicas.
¡Cuida de tu piel con Ladival®!","Consejo Farmacéutico","
                            Para pieles con tendencia acnéica o intolerancia solar
                        ","150ml","
#ladival
","","","","promofarma"
