"title","quality_overall","price","picture_image","laboratory","laboratory_logo","data_description","data_composition","data_mode_use"
"Filorga UV Bronze Brume Solar Antiedad SPF50+ 60ml","","48,40 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/f/i/filorga_uv_bronze_brume_solar_antiedad_spf50__60ml1v1490_.jpg","Filorga","https://www.mifarma.es/media/amshopby/medium193.jpg","","ComposiciónISOBUTANE, ISODODECANE, PROPANE, CYCLOPENTASILOXANE, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, HOMOSALATE, CYCLOHEXASILOXANE, ETHYLHEXYL METHOXYCINNAMATE, AQUA (WATER), C12-15 ALKYL BENZOATE, ETHYLHEXYL SALICYLATE, ETHYLHEXYL TRIAZONE, THERMUS THERMOPHILLUS FERMENT, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, ALCOHOL DENAT., XYLITYLGLUCOSIDE, ANHYDROXYLITOL, ALCOHOL, PHENOXYETHANOL, XYLITOL, BUTANE, LECITHIN, PARFUM (FRAGRANCE), SUCROSE PALMITATE, GLYCERIN, BIOTIN, TRIETHYLENE GLYCOL, GLYCERYL LINOLEATE, PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) OIL, GLUCOSE, POTASSIUM SORBATE, SODIUM CHLORIDE, BHT, SODIUM HYALURONATE, CITRIC ACID, POTASSIUM CHLORIDE, CALCIUM CHLORIDE, MAGNESIUM SULFATE, GLUTAMINE, SODIUM PHOSPHATE, ASCORBIC ACID, SODIUM ACETATE, TOCOPHEROL, LYSINE HCL, ARGININE, ALANINE, HISTIDINE, VALINE, LEUCINE, THREONINE, ISOLEUCINE, TRYPTOPHAN, PHENYLALANINE, TYROSINE, GLYCINE, POLYSORBATE 80, SERINE, DEOXYADENOSINE, CYSTINE, CYANOCOBALAMIN, DEOXYCYTIDINE, DEOXYGUANOSINE, DEOXYTHYMIDINE, GLUTATHIONE, ASPARAGINE, ASPARTIC ACID, ORNITHINE, GLUTAMIC ACID, NICOTINAMIDE ADENINE DINUCLEOTIDE, PROLINE, AMINOBUTYRIC ACID, METHIONINE, TAURINE, HYDROXYPROLINE, GLUCOSAMINE, COENZYME A, GLUCURONOLACTONE, SODIUM GLUCURONATE, THIAMINE DIPHOSPHATE, DISODIUM FLAVINE ADENINE DINUCLEOTIDE, SODIUM URIDINE TRIPHOSPHATE, RETINYL ACETATE, INOSITOL, METHYL DEOXYCYTIDINE, NIACIN, NIACINAMIDE, PYRIDOXAL 5-PHOSPHATE, PYRIDOXINE HCL, CALCIUM PANTOTHENATE, FOLIC ACID, RIBOFLAVIN, TOCOPHERYL PHOSPHATE, ALPHA-ISOMETHYL IONONE, BENZYL SALICYLATE, HEXYL CINNAMAL, LIMONENE, LINALOOL.","Modo de usoAgitar antes de usar. Aplicar sobre la piel con un suave masaje y reaplicar cada dos horas."
"Bariesun Mat Fluido Matificante SPF50+ Uriage 50ml+REGALO Agua Ternal Micelar 100ml","","13,36 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/b/a/bariesun_mat_fluido_matificante_spf50__uriage_50ml_regalo_agua_ternal_micelar_100ml184352promo_.jpg","Uriage","https://www.mifarma.es/media/amshopby/medium59.jpg","","ComposiciónPrincipios activos: Agua termal de Uriage, Complejo filtrante equilibrado anti UVA-UVB, Extracto de regaliz, Agentes matificantes.","Modo de usoAplicar de forma generosa y uniforme 20 minutos antes de la exposición solar. Reaplicar frecuentemente y después del baño."
"Gel Crema Piz Buin Hydro Infusion SPF30 150ml","","12,05 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/g/e/gel_crema_piz_buin_hydro_infusion_spf30_150ml191354_.jpg","Piz Buin","https://www.mifarma.es/media/amshopby/medium482.jpg","","","Modo de usoAplicar media hora antes de la exposión al sol y reaplicar con frecuencia, y siempre después del baño o de secarse con una toalla."
"Isdin Solares Mamá me Cuida Protector Corporal+Protector Pediátrico","","45,98 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/i/s/isdin_solares_mam___me_cuida_protector_corporal_protector_pedi__trico183891y167424_.jpg","Isdin","https://www.mifarma.es/media/amshopby/medium10.jpg","","ComposiciónIsdin Hydro Lotion Protector Solar SPF50+ 200ml: qua (Water), Dibutyl Adipate, Isohexadecane, Undecane, Octocrylene, Propanediol, Tridecane, Dicaprylyl Carbonate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, 4-Methylbenzylidene Camphor, Glycerin, Phenylbenzimidazole Sulfonic Acid, Tromethamine, Sodium Chloride, Phenylpropanol, Parfum (Fragrance), Caprylyl Glycol, Tocopheryl Acetate, Disodium EDTA, Magnesium Aspartate, Zinc Gluconate, Phenoxyethanol, Copper Gluconate, Tocopherol, Linalool, Alpha-Isomethyl Ionone, CI 42090 (Blue 1), Green 6 (CI 61565), Violet 2 (CI 60725).
Isdin Fotoprotector Pediatrico Wet Skin Spray Transparente 50+ 200 ml: Alcohol Denat., Isobutane, Octocrylene, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Dibutyl Adipate, Aqua (Water), Coconut Alkanes, Cyclopentasiloxane, 4-Methylbenzylidene Camphor, Cyclohexasiloxane, Butane, Polyurethane-64, Propane, Coco-Caprylate/Caprate, Tocopheryl Acetate, Parfum (Fragrance), BHT, Linalool.","Modo de usoIsdin Hydro Lotion Protector Solar SPF50+ 200ml: Agitar antes de usar. Cuando el producto se ha mezclado correctamente, aplicar generosamente sobre la piel seca, media hora antes de la exposición solar. Reaplicar cada 2 horas.
Isdin Fotoprotector Pediatrico Wet Skin Spray Transparente 50+ 200 ml: Aplicar generosamente sobre la piel, media hora antes de la exposición solar. Reaplicar cada 2 horas o bien tras transpirar, nadar o secarse con toalla."
"Spray Solar EcoBio Anthyllis SPF20 100ml","","30,13 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/s/p/spray_solar_ecobio_anthyllis_spf20_100ml2100591855_.jpg","Anthyllis","https://www.mifarma.es/media/amshopby/medium2340.jpg","","ComposiciónCoco-caprylate, Titanium dioxide, Zinc oxide, Caprylic/Capric triglyceride, Polyglyceryl-2 dipolyhydroxystearate, Stearic acid, Hydrated silica, Polyhydroxystearic acid, Hydrogenated vegetable oil, Mauritia flexuosa fruit oil, Polyglyceryl-3 diisostearate, Alumina, Parfum, Glyceryl dibehenate, Tocopherol, Linalool, Limonene, Coumarin, Geraniol, Cinnamyl alcohol, Glyceryl behenate, Tribehenin.","Modo de usoAplicar antes de la exposición solar. Reaplicar frecuentemente, especialmente tras el baño."
"Protector Solar Niños Especial Medusas SPF50 Spray Safe Sea 100ml","","25,41 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/p/r/protector_solar_ni__os_especial_medusas_spf50_spray_safe_sea_100ml175601_.jpg","Safe Sea","https://www.mifarma.es/media/amshopby/medium1573.jpg","","ComposiciónSin parabenos.","Modo de usoAplicar al menos 30 minutos antes de la exposición solar o el primer baño. Extender bien por todo el cuerpo con la piel seca, hasta su total absorción.
No dejar zonas del cuerpo desprotegidas.
Reaplicar con frecuencia."
"Solderm ioox Emulsion Solar SPF50+ 100ml","","13,26 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/s/o/solderm_ioox_emulsion_solar_spf50__100ml155786_.jpg","Ioox","https://www.mifarma.es/media/amshopby/medium336.jpg","","",""
"Singuladerm XpertSun Supreme SPF50+ 200ml","","34,64 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/s/i/singuladerm_xpertsun_supreme_spf50__200ml175593_.jpg","Singuladerm","https://www.mifarma.es/media/amshopby/medium140.jpg","","","Modo de usoAplicar de manera generosa 30 minutos antes de la exposición solar y reaplicar cada 2 horas o tras el baño."
"Apivita Suncare Spray Solar Niños SPF50 150 ml","","24,50 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/a/p/apivita_suncare_spray_solar_ni__os_spf50_150_ml10-30-01-827_.jpg","Apivita","https://www.mifarma.es/media/amshopby/medium349.jpg","","Composición76% ingredientes naturales. Con aloe y caléndula. Sin octocrileno ni nanopartículas.","Modo de usoUtilizar antes de la exposición al sol. Aplicar una cantidad suficiente y volver a aplicar con frecuencia, especialmente después de sudar, nadar o secarse la piel con una toalla. Si se reduce la cantidad recomendada, disminuirá considerablemente la protección que ofrece el producto.
Para niños a partir de 12 meses."
"CC Cream Hydra Floral Neroli Blanco SPF50 Decléor 40ml","","45,98 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/c/cc_cream_hydra_floral_neroli_blanco_spf50_decl__or_40mle2404600_.jpg","Decleor","https://www.mifarma.es/media/amshopby/medium3727.png","","","Modo de usoAplicar en rostro y cuello para aportar un ligero color y protección solar 50."
"Protector Solar SPF50+ Dhyvana Eco Pediatrics 50ml","","26,62 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/p/r/protector_solar_spf50__dhyvana_eco_pediatrics_50ml189278_.jpg","Dhyvanna","https://www.mifarma.es/media/amshopby/medium3841.png","","ComposiciónCoco-caprylate, Caprylic/capric Triglyceride, Titanium Dioxide, Aloe barbadensis Leaf Juice Powder*, Zinc Oxide, Prunus amygdalus Dulcis Oil*, Alumina, Polyglyceryl-2 Dipolyhydroxystearate, Propanediol, Stearic Acid, Polyglyceryl-3 Diisostearate, Tocopherol, Talc, Calendula officinalis Flower Extract*, Glyceryl Caprylate, Xanthan Gum, Glycerin, Aqua, Glyceryl Undecylenate, Benzyl Alcohol, Potassium Sorbate, Sodium Benzoate, Parfum**.

 Procedente de cultivo ecológico.
 Perfume sin alérgenos.","Modo de usoAplicar sobre la piel y realizar un suave masaje hasta su completa absorción. Evitar el contacto con los ojos.
Se recomienda evitar la exposición solar directamente de los bebés y niños."
"Eucerin Solar Niños Spray 50+ 200 ml + CoolerBag","","24,37 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/e/u/eucerin_solar_ni__os_spray_50__200_ml___coolerbag152605regalo_.jpg","Eucerin","https://www.mifarma.es/media/amshopby/medium60.jpg","","",""
"Stick Solar SPF50+ I'm Clear Cica Suntique 22Gr","","26,62 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/s/t/stick_solar_spf50__i_m_clear_cica_suntique_22grnosucl_.jpg","Mifarma Otras Marcas","https://www.mifarma.es/media/amshopby/medium445.jpg","","ComposiciónOctyldodecanol, Isododecane, Diisostearyl Malate, Ethylhexyl Methoxycinnamate, Dibutyl Lauroyl Glutamide, Ethylhexyl Salicylate, Octocrylene, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Dibutyl Ethylhexanoyl Glutamide, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Bisabolol, Cymbopogon Schoenanthus Oil, Adenosine, Aloe Barbadensis Leaf Extract, Xylitylglucoside, Anhydroxylitol, Xylitol, Limonia Acidissima Extract, Bambusa Vulgaris Leaf Extract, Oldenlandia Diffusa Extract, Lonicera Caprifolium (Honeysuckle) Extract, Lavandula Angustifolia (Lavender) Extract, Rosmarinus Officinalis (Rosemary) Extract, Origanum Vulgare Leaf/Flower/Stem Extract, Thymus Vulgaris (Thyme) Extract, Centella Asiatica Extract, Chamomilla Recutita (Matricaria) Flower Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Camellia Sinensis Leaf Extract, Polygonum Cuspidatum Root Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Scutellaria Baicalensis Root Extract.","Modo de usoAplicar 15 minutos antes de la exposición al sol y reaplicar cada 3 horas."
"Crema Solar Rostro y Cuerpo SPF15 Rougj 100ml","","14,52 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/r/crema_solar_rostro_y_cuerpo_spf15_rougj_100ml180116_.jpg","Rougj","https://www.mifarma.es/media/amshopby/medium2403.jpg","","ComposiciónAQUA (WATER), C12-15 ALKYL BENZOATE, OCTOCRYLENE, GLYCERIN, ETHYLHEXYL METHOXYCINNAMATE, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, DIMETHICONE, CETYL PALMITATE, CYCLOPENTASILOXANE, GLYCERYL STEARATE, BIS-PEG-18 METHYL ETHER DIMETHYL SILANE, STEARETH-21, TRICONTANYL PVP, STEARETH-2, TITANIUM DIOXIDE (NANO), CERA ALBA (BEESWAX), BENZYL ALCOHOL, PEG-100 STEARATE, BUTYROSPERMUM PARKII (SHEA) BUTTER, PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) OIL, PARFUM (FRAGRANCE), SILICA, PHENOXYETHANOL, COPPER ACETYLTYROSINATE METHYLSILANOL, XANTHAN GUM, CARBOMER, TOCOPHERYL ACETATE, TOCOPHEROL, ASCORBYL PALMITATE, PRUNUS ARMENIACA (APRICOT) KERNEL OIL, CALENDULA OFFICINALIS FLOWER EXTRACT, ORYZANOL, TETRASODIUM EDTA, SODIUM HYDROXIDE, PVP, DEHYDROACETIC ACID, CITRIC ACID, LECITHIN, ALPHA-ISOMETHYL-IONONE, BENZYL SALICYLATE, BUTYLPHENYL METHYLPROPIONAL, CITRONELLOL, COUMARIN, GERANIOL, HEXYL CINNAMAL, EUGENOL, HYDROXYCITRONELLAL, LIMONENE, LINALOOL.","Modo de usoAplique el producto en el cuerpo al menos media hora antes de la exposición al sol. Repita la aplicación con frecuencia durante las horas de exposición, especialmente después del baño."
"Pack Nieve Singuladerm XpertSun SOS Sérum y Supreme Duo SPF50+","","22,87 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/p/a/pack_nieve_singuladerm_xpertsun_sos_s__rum_y_supreme_duo_spf50_175339y179732_.jpg","Singuladerm","https://www.mifarma.es/media/amshopby/medium140.jpg","","","Modo de usoSinguladerm XpertSun SOS 30ml: Aplicar sobre la zona o zonas que hayan sido afectadas por el sol realizando un suave masaje.
Singuladerm XpertSun Supreme Duo SPF50+ 30ml + 3gr: Aplicar sobre la piel seca 30 minutos antes de la exposición solar. Repetir cada 2 horas."
"Apivita Suncare Crema Solar Facial Piel Mixta SPF30 50 ml","","19,51 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/a/p/apivita_suncare_crema_solar_facial_piel_mixta_spf30_50_ml10-30-01-828_.jpg","Apivita","https://www.mifarma.es/media/amshopby/medium349.jpg","","Composición83% ingredientes naturales.
Con extracto de helicriso, 3D Pro-algae, infusión de té de montaña, miel, pantenol y bisabolol.","Modo de usoAplicar sobre el rostro antes de la exposición al sol.
Reaplicar cuando sea necesario."
"Crema Solar SPF50 Especial Medusas Safe Sea 200ml","","18,53 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/r/crema_solar_spf50_especial_medusas_safe_sea_200mlss50c2009_.jpg","Safe Sea","https://www.mifarma.es/media/amshopby/medium1573.jpg","","","Modo de usoAplicar al menos 30 minutos antes de la exposición solar o el primer baño. Extender bien por todo el cuerpo con la piel seca, hasta su total absorción.
No dejar zonas del cuerpo desprotegidas.
Reaplicar con frecuencia."
"Protector Solar Spray Continuo SPF30 Riemann P20 150ml","","17,57 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/p/r/protector_solar_spray_continuo_spf30_riemann_p20_150ml192599_.jpg","Ofertas","https://www.mifarma.es/media/amshopby/medium86.png","","","Modo de usoAplicar cantidad abundante 15 minutos antes de la exposición solar."
"Spray Solar Transparente Repaskin Sesderma SPF30 200ml","","27,59 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/s/p/spray_solar_transparente_repaskin_sesderma_spf30_200ml192994_.jpg","Sesderma","https://www.mifarma.es/media/amshopby/medium108.jpg","","ComposiciónFILTROS QUÍMICOS, ARABIDOPSIS THALIANA EXTRACT, CAMELLIA SINENSIS LEAF EXTRACT, ERGOTHIONEINE, ENZIMAS REPARADORAS, RESVERATROL DIMETHYL ETHER, SILYBUM MARIANUM EXTRACT, THERMUS THERMOPHILLUS FERMENT.","Modo de usoPulverizar a una distancia de unos 5-10 cm de la piel o sobre la mano y masajear, sobre las zonas a tratar, hasta la completa absorción del producto. Repetir frecuentemente cada 2 horas en exposiciones solares prolongadas."
"Loción Solar Eucerin Extra Light Photoaging Control SPF50+ 150ml","","16,34 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/l/o/loci__n_solar_eucerin_extra_light_photoaging_control_spf50__150ml187483_.jpg","Eucerin","https://www.mifarma.es/media/amshopby/medium60.jpg","","ComposiciónAqua Octocrylene Alcohol Denat Homosalate Butyl Methoxydibenzoylmethane Ethylhexyl Salicylate Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine Phenylbenzimidazole Sulfonic Acid Tapioca Starch Glyceryl Stearate Hydrogenated Coco-Glycerides Synthetic Beeswax Triacontanyl PVP Sodium Hyaluronate Ácido glicirretínico Glicerina Glycyrrhiza Inflata Root Extract Tocopheryl Acetate Cellulose Gum Xanthan Gum Silica Dimethyl Silylate Sodium Stearoyl Glutamate Acrylates-C10-30-Alkyl-Acrylate-Crosspolymer Dimethicone Trisodium EDTA Tetrasodium Iminodisuccinate Sodium Hydroxide Sodium Chloride Phenoxyethanol Parfum","Modo de usoAplicar generosamente antes de la exposición solar y reaplicar frecuentemente, especialmente tras el baño."
"Fluido Facial Piel Atópica SPF50+ Farline 50 ml","","18,76 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/f/l/fluido_facial_piel_at__pica_spf50__farline_50_ml187152_.jpg","Farline","https://www.mifarma.es/media/amshopby/medium39.jpg","","","Modo de usoAgitar antes de usar. Aplicar de forma generosa antes de la exposición al sol, renovando frecuentemente y siempre después del baño."
"Leche Solar Alta Protección Waterproof Boots Solei Locion Solar SPF50+ 150ml","","18,76 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/l/e/leche_solar_alta_protecci__n_waterproof_boots_solei_locion_solar_spf50__150ml174137_.jpg","Boots","https://www.mifarma.es/media/amshopby/medium1476.jpg","","","Modo de usoAplicar realizando un suave masaje.
Reaplicar con frecuencia y 30 minutos antes de la exposición al sol."
"Pack Duplo Fluido Facial Solar Mat Eucerin SPF50 50ml","","29,04 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/p/a/pack_duplo_fluido_facial_solar_mat_eucerin_spf50_50ml186850duplo_.jpg","Eucerin","https://www.mifarma.es/media/amshopby/medium60.jpg","","","Modo de usoAgitar antes de usar. Aplicar de forma abundante antes de la exposición prolongada al sol."
"Loción Solar SPF30 Acofarderm 200ml","","17,70 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/l/o/loci__n_solar_spf30_acofarderm_200ml163211_.jpg","Acofarderm","https://www.mifarma.es/media/amshopby/medium129.jpg","","","Modo de usoAplicar generosamente y de manera uniforme 20-30 minutos antes de la exposición al sol. Renovar con frecuencia la aplicación, sobre todo después del baño."
"Neceser Roc Soleil Protect Leche Protectora SPF50+ 200ml y After Sun 200ml","","36,20 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/n/e/neceser_roc_soleil_protect_leche_protectora_spf50__200ml_y_after_sun_200ml8622400y8570201_.jpg","Roc","https://www.mifarma.es/media/amshopby/medium33.jpg","","","Modo de usoLeche Solar Hidratante Soleil Protect SPF50+ Roc 200ml: No pulverizar directamente sobre el rostro, sino aplicar primero en la mano. Aplicar media hora antes de la exposición solar y renovar con frecuencia.
Soleil Protect After Sun Roc 200ml: Aplicar en cara, cuerpo y escote."
"Pack Depiwhite Crema Antimanchas Color SPF50 y Leche Corporal Aclarante","","26,62 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/p/a/pack_depiwhite_crema_antimanchas_color_spf50_y_leche_corporal_aclarante186723y187915_.jpg","ACM","https://www.mifarma.es/media/amshopby/medium2313.jpg","","ComposiciónCrema Protectora Antimanchas Color SPF50+ Depiwhite M. ACM 40ml: Aqua (Water), Diisopropyl Sebacate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, CI 77891 (Titanium Dioxide), Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Ethylhexyl Triazone, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol [Nano], Caprylic/Capric Glycerides, Propanediol, Aluminum Starch Octenylsuccinate, Cyclopentasiloxane, Potassium Cetyl Phosphate, Glyceryl Stearate, PEG-100 Stearate, CI 77492 (Iron Oxides), Polyhydroxystearic Acid, Pentylene Glycol, Coco-Glucoside, Decyl Glucoside, Alumina, Stearic Acid, Phenoxyethanol, Xylitol, Coconut Alcohol, Chlorphenesin, Xanthan Gum, CI 77491 (Iron Oxides), Disodium Edta, Ascorbyl Glucoside, Pearl Powder, Potassium Sorbate, Tocopheryl Acetate, CI 77499 (Iron Oxides), Melanin, Propylene Glycol, Isostearyl Sebacate, Citric Acid, Polydextrose, Sodium Hydroxide, Disodium Stearoyl Glutamate, Aluminum Hydroxide, Ethylhexylglycerin.
Leche Corporal Aclarante Depiwhite 200ml: Aqua (Water), Glycerin, Paraffinum Liquidum (Mineral Oil), Prunus Armeniaca (Apricot) Kernel Oil, Steareth-2, Butyrospermum Parkii (Shea) Butter, Sorbitan Caprylate, Steareth-21, Hydroxypropyl Starch Phosphate, Cera Alba (Beeswax), Cetyl Alcohol, Simmondsia Chinensis (Jojoba) Seed Oil, Sodium Lactate, Allantoin, Lactic Acid, Magnesium Sulfate Heptahydrate, Manganese Sulfate Monohydrate, Reseda Luteola Extract, Arctostaphylos Uva Ursi Leaf Extract, Carum Petroselinum (Parsley) Extract, Cera Microcristallina (Microcrystalline Wax), Dimethicone, Paraffin, Phenoxyethanol, Propylene Glycol, Xanthan Gum, Cyclopentasiloxane, Cyclohexasiloxane, Potassium Sorbate, Parfum (Fragrance).","Modo de usoCrema Protectora Antimanchas Color SPF50+ Depiwhite M. ACM 40ml: Aplicar diariamente por la mañana. En caso de exposición solar prolongada, aplicar generosamente antes de la exposición y reaplicar cada cierto tiempo, sobre todo, después de haber sudado, nadado o secarse.
Leche Corporal Aclarante Depiwhite 200ml: Aplicar la leche corporal Dépiwhite 1 a 2 veces al día después de la ducha o del baño."
